"code","title","cnt_vote","cnt_review_before","cnt_review_after","director_weight","distributor_weight","total"
10333,"지상 최대의 작전",89,89,0,0.00553394694949365,0.379046909953879,4497
107472,"노라노",31,6,24,0.0855434337074562,2.16488308289655,4477
14125,"파리의 연인",4,36,4,0.0542341930389198,0.379046909953879,4474
22614,"을화",0,0,0,0.0853332532806566,0.379046909953879,4466
108402,"그 강아지 그 고양이",214,161,195,0.0852759313460749,696.286931730838,4463
23205,"청춘무정",0,0,0,0.0258951839472928,0.379046909953879,4451
100974,"세계일주",122,57,116,0.0850084289846935,27.9795964291203,4449
124237,"미스 줄리",47,5,35,0.0847982485578939,10.0275874175712,4438
105880,"청야",72,35,66,0.0429150216901824,0.438436620375312,4438
119563,"꿈보다 해몽",106,12,90,0.0763623705186171,5.38304878436872,4427
10467,"연산군",13,2,12,0.0526597505690751,0.379046909953879,4423
12938,"사랑아 나는 통곡한다",12,12,0,0.0999981148778138,0.379046909953879,4417
90427,"산다",85,21,70,0.149285424962331,43.3890685086114,4398
124852,"아리아",71,13,61,0.0839193122276408,6.8417962419125,4392
23298,"춘희",1,0,1,0.0554016497732342,0.379046909953879,4377
19335,"해피 투게더",654,2,620,0.161714731110801,0.379046909953879,4366
16144,"아가씨와 건달들",7,12,6,0.0744366264782645,0.379046909953879,4364
88131,"어머니",81,2,79,0.0448305296707883,18.0367416151917,4354
120780,"쿠크하트 : 시계심장을 가진 소년",78,39,73,0.0829639466512788,3.35554010284169,4342
80919,"쿠바의 연인",47,4,45,0.0829257320282243,2.16488308289655,4340
140712,"마이크롭 앤 가솔린",141,8,133,2.29979423004174,1.35472584269425,4334
22181,"여인잔혹사 물레야 물레야",9,0,9,0.0351574532101227,0.379046909953879,4293
10111,"영웅본색 2",771,6,762,0.0893075740783226,9.01057322065392,4288
10237,"7년만의 외출",11,53,11,0.0843148335762547,0.379046909953879,4279
91056,"태양의 서커스 월드 어웨이",81,21,79,0.0816646494674264,1.23416780383145,4274
97781,"아버지의 이메일",96,33,82,0.0816455421558992,18.0367416151917,4273
12404,"애꾸눈 잭",2,4,2,0.00553394694949365,0.379046909953879,4273
121115,"노엘의 선물",63,216,60,0.0812633959253544,27.9795964291203,4253
29946,"원탁의 기사",5,5,0,0.094256367763878,0.379046909953879,4246
10835,"깊고 푸른 밤",29,0,28,0.0350237020294321,0.379046909953879,4227
23971,"징기스칸",5,0,5,0.0806137473334282,0.379046909953879,4219
116910,"나의 아들, 나의 어머니",62,14,57,0.0805946400219009,1.55977217818314,4218
99809,"랄프 스테드먼 스토리: 이상한 나라의 친구들",64,13,54,0.0803271376605196,18.0367416151917,4204
85567,"트립 투 잉글랜드",35,19,30,0.214282129674161,4.34683049278886,4192
10232,"그날이 오면",30,0,30,0.0423322486886016,0.379046909953879,4174
18341,"갈채",2,2,0,0.043571039385951,0.379046909953879,4157
74386,"우리에겐 교황이 있다",86,150,68,0.0908043134812898,5.91803519045678,4155
13376,"카르멘",0,1,0,0.0792953428380486,4.22689478532633,4150
101957,"우리가 사랑한 시간",59,21,49,0.0788367673613948,1.7892701950484,4126
122982,"야누스: 욕망의 두 얼굴",75,10,72,0.0787603381152858,5.46642351418714,4122
130088,"세상의 끝에서 커피 한잔",185,17,166,0.0786456942461224,0.0121101143429715,4116
137349,"이니시에이션 러브",192,67,171,0.0785692650000134,12.9335340217137,4112
33048,"몬테크리스토 백작",403,0,392,0.0785119430654317,0.379046909953879,4109
20322,"검은 수선화",25,25,0,0.0293806760250537,0.379046909953879,4104
66233,"새드 베케이션",32,4,31,0.0780915822118324,23.3096981387461,4087
33147,"피아니스트",324,40,310,0.811038498741019,2.66844751408667,4084
20881,"물망초",0,0,0,0.0779387237196145,0.379046909953879,4079
120052,"1789, 바스티유의 연인들",45,32,41,0.0191487107022163,212.601759777925,4078
20324,"수색자",9,53,7,0.0339397963573413,0.379046909953879,4077
52991,"안티크라이스트",383,37,372,0.513150735203456,5.91803519045678,4071
78494,"오월愛",102,5,98,0.0776330067351786,2.16488308289655,4063
111978,"폴레트의 수상한 베이커리",88,15,81,0.0776138994236514,1.7892701950484,4062
119271,"더 원 아이 러브",55,20,49,0.0770597873893614,11.1419125190495,4033
93687,"와이 스톱 나우",22,3,20,0.0770024654547797,3.73996883561811,4030
130939,"노크 노크",312,306,278,0.0768878215856162,11.1419125190495,4024
121128,"업사이드 다운",106,79,104,0.0766394265357621,2.16488308289655,4011
112220,"그라운드의 이방인",87,20,73,0.37018505352876,18.0367416151917,4007
106862,"애프터 파티",20,0,19,0.0765438899781259,0.416201964106004,4006
29722,"필로우 토크",12,12,0,0.076391031485908,0.379046909953879,3998
11259,"황야의 결투",5,32,5,0.0339397963573413,0.379046909953879,3984
81974,"언더 더 스킨",400,33,340,0.0759706706323087,61.6709806064387,3976
126362,"원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~",143,90,131,0.0534813649647465,3.73996883561811,3959
123268,"런던시계탑 밑에서 사랑을 찾을 확률",151,75,136,0.075435665909546,46.0350488569518,3948
91042,"설해",270,160,254,0.0376987256432457,20.6782443064358,3933
51863,"이수",5,5,0,0.0751299489251101,0.379046909953879,3932
20922,"밀회",0,0,0,0.120067616021248,0.379046909953879,3917
17972,"안토니아스 라인",88,0,82,0.0748242319406743,0.379046909953879,3916
33482,"워터 프론트",1,1,0,0.00553394694949365,0.379046909953879,3892
10863,"80일간의 세계일주",34,34,0,0.0742892272179115,0.379046909953879,3888
132945,"생각보다 맑은",101,190,88,0.0742701199063843,19.2094031620704,3887
10563,"웨스트 사이드 스토리",59,0,55,0.0739835102334757,0.379046909953879,3872
16792,"흐르는 강물처럼",633,4,609,0.0739070809873667,0.379046909953879,3868
87160,"조지 해리슨",73,11,60,2.81838099537469,5.06162805848084,3863
115256,"순천",84,22,74,0.0456855818616323,1.55977217818314,3855
20579,"동심초",2,0,2,0.0526597505690751,0.379046909953879,3853
133460,"레이스",76,127,67,0.0735440420683491,10.2087681023714,3849
10353,"시민 케인",282,282,0,0.0144909850622593,0.379046909953879,3844
16275,"성의 ",13,0,13,0.0714708987676435,0.379046909953879,3839
106361,"소림사 2014",150,67,147,0.0482746225735734,0.216090057682234,3834
10243,"북북서로 진로를 돌려라",150,30,147,0.0359634343509082,0.379046909953879,3818
10328,"서부 개척사",4,8,4,0.0727606422957323,0.379046909953879,3808
10357,"어느날 밤에 생긴 일",89,89,0,0.0614300065600786,0.379046909953879,3808
101897,"커피 한잔이 섹스에 미치는 영향",49,75,44,0.0725504618689326,1.7892701950484,3797
13629,"아파치요새",11,11,0,0.0339397963573413,0.379046909953879,3790
118902,"다우더",212,91,193,0.0723976033767147,0.74481285806019,3789
82960,"스타 탄생",7,7,0,0.0357434107636248,0.379046909953879,3775
30216,"엘머 갠트리",2,1,2,0.0980650918616413,0.379046909953879,3775
125807,"옹녀뎐",83,3,75,0.0216326612007576,0.216090057682234,3765
98279,"투와이스 본",98,26,85,0.071709740161734,5.22895587864779,3753
128943,"해피 해피 와이너리",74,9,61,0.0956416478496029,1.51765967126512,3747
13200,"폼페이 최후의 날",3,10,3,0.0715759889810434,0.379046909953879,3746
101301,"힘내세요, 병헌씨",180,51,161,29.1250361195788,18.0367416151917,3743
20664,"로맨스 빠빠",13,0,13,0.0526597505690751,0.379046909953879,3741
131005,"위층여자",178,48,170,0.0714422378003527,0.776711408223171,3739
120751,"아웃사이더",108,24,99,0.0709072330775899,5.46642351418714,3711
118926,"미스터 하이네켄",41,63,35,0.0709072330775899,7.1489713871603,3711
72524,"남극의 쉐프",492,6,446,0.0708690184545355,23.3096981387461,3709
16825,"길소뜸",79,0,78,0.247481083452742,0.379046909953879,3701
92045,"까미유 끌로델",27,8,21,0.0706015160931541,4.34683049278886,3695
86388,"줄탁동시",123,55,117,0.0323391247598547,18.0367416151917,3694
11474,"박서방",12,0,12,0.0898616861126126,0.379046909953879,3692
22655,"이별",3,0,3,0.0526597505690751,0.379046909953879,3692
113323,"적도",219,101,195,0.0702957991087182,46.0350488569518,3679
12925,"아프리카의 여왕",4,23,4,0.0693595408438834,0.379046909953879,3676
110336,"더 덴",48,86,47,0.0698563309435917,3.73996883561811,3656
127458,"바쿠만",155,78,142,0.06979900900901,3.5274249292619,3653
43281,"오케스트라의 소녀",9,9,0,0.0714708987676435,0.379046909953879,3642
63853,"포제션 : 중독된 사랑",36,36,0,0.0692640042862473,5.46642351418714,3625
115636,"스킨 트레이드",28,5,27,0.0685570337597393,0.705300622568628,3588
129710,"철원기행",119,16,110,0.0684232825790487,5.22895587864779,3581
123448,"포세이돈",47,6,46,0.0683277460214124,0.216090057682234,3576
13314,"피아노",362,9,332,0.0682704240868307,11.1419125190495,3573
88429,"로맨스 조",153,16,142,0.0763623705186171,1.23517847002551,3566
20642,"떠날 때는 말없이",8,1,8,0.240157068969955,0.379046909953879,3536
52802,"채식주의자",163,23,150,0.0675634535603228,23.3096981387461,3536
120093,"가자! 장미여관으로 2 - 갈증",25,5,25,0.0401954143494718,0.291396720880068,3534
78156,"퍼블릭 에너미 넘버원",82,10,81,0.083938419539168,7.3901279928536,3528
141878,"프랑코포니아",36,7,35,0.00832919554991631,1.35472584269425,3527
99707,"마이 보이",90,52,85,0.0468129132417395,0.707466335841612,3523
120091,"마네의 제비꽃 여인: 베르트 모리조",28,6,21,0.0672768438874142,1.0167301912238,3521
12411,"내시",6,1,6,0.0526597505690751,0.379046909953879,3520
12185,"벙어리 삼룡이",5,1,5,0.0526597505690751,0.379046909953879,3520
89831,"영 앳 하트",0,0,0,0.0671430927067235,0.379046909953879,3514
130584,"세컨 찬스",74,14,63,0.365147092389411,13.194600094498,3496
11995,"가스등",1,44,1,0.0554016497732342,0.379046909953879,3495
145375,"레나",128,55,121,0.0662641563764705,4.66494639000867,3468
83112,"토리노의 말",79,0,72,0.0659393320805074,0.520059947286018,3451
11530,"겨울나그네",68,1,67,0.0352147751447045,0.379046909953879,3449
47394,"어느날 그 길에서",98,11,96,0.0729899300340592,7.03238696134619,3427
11089,"현기증",266,4,252,0.0359634343509082,0.379046909953879,3421
22277,"열녀문",2,0,2,0.0526597505690751,0.379046909953879,3419
14149,"자니 기타",10,10,0,0.0747573563503289,0.379046909953879,3417
36111,"망향",1,6,1,0.0389483438171273,0.379046909953879,3416
30012,"말 없는 사나이",4,11,3,0.0339397963573413,0.379046909953879,3414
119300,"밤을 걷는 뱀파이어 소녀",108,30,94,0.0652323615539995,4.34683049278886,3414
61312,"슬픔이여 안녕",1,4,1,0.0916577733961732,0.379046909953879,3409
10618,"원한의 도곡리 다리",14,14,0,0.0530546350073048,0.379046909953879,3409
124117,"미라클 여행기",53,26,47,0.0649457518810909,0.981501255316588,3399
22672,"이 생명 다하도록",5,0,5,0.0526597505690751,0.379046909953879,3397
29720,"마음의 등불",0,4,0,0.105430323545008,0.379046909953879,3397
29646,"세퍼레이트 테이블",3,3,0,0.0504050878088608,0.379046909953879,3391
96985,"1999, 면회",230,32,216,2.47864821959247,18.0367416151917,3390
10777,"하타리",2,2,2,0.00553394694949365,0.379046909953879,3384
19041,"오명",58,59,0,0.0359634343509082,0.379046909953879,3377
102873,"토카레브",75,50,66,0.144489489768994,19.903132948546,3375
10818,"우리 생애 최고의 해",30,30,0,0.0999981148778138,0.379046909953879,3368
122652,"더 커널",74,122,66,0.0643534252237464,13.194600094498,3368
17162,"브레이브 하트 ",2125,16,2097,0.064162352108474,0.379046909953879,3358
29939,"줄리어스 시저",1,2,1,0.0744366264782645,0.379046909953879,3322
147352,"고양이는 불러도 오지 않는다",74,23,63,0.0631687719090575,3.5274249292619,3306
90961,"라잇 온 미",56,3,45,0.0319856394966008,7.03238696134619,3305
10525,"시에라 마드레의 보물",38,38,0,0.0693595408438834,0.379046909953879,3303
22099,"언니는 말괄량이",2,0,2,0.0248777196084673,0.379046909953879,3276
11838,"이브의 모든 것",67,67,0,0.00553394694949365,0.379046909953879,3273
15671,"솔로몬 왕의 보고",0,0,0,0.0624618013825496,0.379046909953879,3269
87312,"세븐 싸이코패스",114,160,101,0.55662464575581,0.416201964106004,3264
10937,"위기의 여자",0,0,0,16.5435784494173,0.379046909953879,3257
95212,"미 앤 유",64,19,44,0.212905129423431,8.26097921183496,3252
100730,"우리가 들려줄 이야기 ",133,6,123,0.553373218244258,5.06162805848084,3251
18531,"아나스타샤",304,5,301,0.062022333217423,0.379046909953879,3246
134953,"에벌리",87,13,73,0.0615828650522965,3.73996883561811,3223
20768,"맹진사댁 경사",20,1,19,0.00553394694949365,0.379046909953879,3203
13700,"알라바마 이야기",76,76,0,0.15213241437989,0.379046909953879,3201
98506,"진저 앤 로사",88,47,73,0.0609905383949521,10.0275874175712,3192
12525,"케인호의 반란",7,22,7,0.00553394694949365,0.379046909953879,3187
62926,"자랑과 정열",0,0,0,0.0423322486886016,0.379046909953879,3184
13251,"이조 여인잔혹사",4,0,4,0.0526597505690751,0.379046909953879,3177
16995,"필라델피아 스토리",10,10,0,0.0554016497732342,0.379046909953879,3176
25757,"성월동화",207,1,203,0.578359212618046,6.47684628346969,3161
127767,"바람의 검심 : 교토 대화재편",191,225,167,0.0508541096297509,123.397044778128,3160
123086,"삼총사 2014",24,8,23,0.0603217824914986,0.216090057682234,3157
130905,"모모세, 여기를 봐",241,100,218,0.0602262459338624,14.760209115979,3152
103755,"백발마녀전: 명월천국",219,31,193,0.0602071386223352,19.903132948546,3151
125133,"바세코의 아이들",47,8,46,0.0601880313108079,5.91803519045678,3150
86380,"페이퍼보이: 사형수의 편지",48,25,42,0.0601689239992807,2.64996676082387,3149
98749,"해피엔딩 프로젝트",65,35,52,0.0600924947531718,2.9396236920413,3145
72627,"제인 구달",47,11,40,0.0600542801301173,8.26097921183496,3143
143264,"맛있는 비행",72,7,69,0.0600160655070628,0.776711408223171,3141
10590,"제17 포로수용소",6,50,6,0.0843148335762547,0.379046909953879,3134
70464,"노 임팩트 맨",44,8,40,0.0594237388497183,0.898049103864251,3110
102862,"와일드 카드",132,204,123,4.2758628345332,10.2087681023714,3107
119440,"영도",227,42,211,0.0590224853076463,1.3215759915291,3089
115955,"들개",365,20,320,25.1121949818738,115.082362865515,3078
93233,"유닛7",3,3,3,0.0293201695385507,3.73996883561811,3068
100041,"소리굽쇠",130,67,112,0.0584683732733563,696.286931730838,3060
21057,"벽 속의 여자",2,0,2,0.0584110513387746,0.379046909953879,3057
11004,"허슬러",41,41,0,0.00553394694949365,0.379046909953879,3051
143336,"겁쟁이 페달: 리로드",22,1,22,0.0549048596735259,1.26513750363513,3050
123377,"그댄 나의 뱀파이어",265,19,250,0.0582390855350294,5.91803519045678,3048
113955,"엔드 오브 디 어스",145,188,126,0.0582199782235022,1.3215759915291,3047
15026,"페이톤 플레이스",0,1,0,0.0530546350073048,0.379046909953879,3040
46863,"차와 동정",1,1,0,0.0238956037959671,0.379046909953879,3036
125446,"재키 앤 라이언",26,18,24,0.0575321150085215,11.1419125190495,3011
130012,"밀양 아리랑",57,19,57,0.0199480332344392,2.16488308289655,3007
34090,"이웃집 야마다군",95,0,95,0.278439386499561,0.379046909953879,2979
10420,"장군의 아들",214,0,207,0.247481083452742,0.379046909953879,2974
117108,"망원동 인공위성",94,21,85,0.0567869298589591,2.16488308289655,2972
63528,"굿바이, 평양",79,5,76,0.0701302024088155,1.09440710728151,2969
49534,"인디애니박스:셀마의 단백질 커피",55,13,53,0.0566913933013229,18.0367416151917,2967
13622,"해밀턴 부인",11,11,0,0.0566722859897957,0.379046909953879,2966
133798,"햄릿",0,0,0,0.0346542940065721,0.379046909953879,2952
13680,"언제나 둘이서",21,21,0,0.0542341930389198,0.379046909953879,2934
113868,"이것이 우리의 끝이다",144,50,125,0.0323391247598547,5.38304878436872,2926
31595,"2001 스페이스 오디세이",12,0,12,0.00553394694949365,0.379046909953879,2925
106560,"원나잇 온리",191,191,1,0.0558506715941243,0.844050652924503,2923
16834,"남과 북",12,0,11,0.240157068969955,0.379046909953879,2903
49636,"나의 마음은 지지 않았다",104,12,104,0.0554112034289978,20.2016246980883,2900
12611,"노다지",7,0,7,0.00553394694949365,0.379046909953879,2892
145271,"산",0,0,0,0.0329839965238991,0.379046909953879,2880
74970,"고양이 장례식",138,162,127,0.0547424475255444,1.55977217818314,2865
15020,"열정의 랩소디",7,8,0,0.0544367305411085,0.379046909953879,2849
100961,"나이트 오브 컵스",53,56,46,0.0543411939834723,18.9936403677272,2844
138346,"오늘영화",82,24,75,0.0542838720488906,1.55977217818314,2841
143270,"마농",12,0,12,0.0542838720488906,0.449725830515758,2841
134576,"세컨드 마더",54,67,47,0.0541692281797272,1.48914444650416,2835
73576,"웨이스트 랜드",67,16,58,0.0540736916220909,27.9795964291203,2830
142382,"히어 애프터",45,12,40,0.0538061892607096,6.8417962419125,2816
128489,"투 라이프",27,4,23,0.0537106527030734,1.51765967126512,2811
98756,"백설공주의 마지막 키스",80,64,70,0.0535004722762737,1.7892701950484,2800
75029,"REC 알이씨",93,4,92,0.0534813649647465,7.03238696134619,2799
102620,"미이라 : 피라미드의 비밀",95,13,94,0.053443150341692,0.216090057682234,2797
117803,"월터 교수의 마지막 강의",44,7,39,0.0533285064725286,1.51765967126512,2791
18769,"쥴 앤 짐",106,3,100,0.0441761042509803,1.7892701950484,2783
106296,"파티51",82,11,76,0.0531565406687834,18.0367416151917,2782
11167,"가을 소나타",34,1,34,0.0252140082913467,1.7892701950484,2780
19777,"고종황제와 의사 안중근",9,0,9,0.0316894761679286,0.379046909953879,2779
75028,"레인보우",85,53,81,0.201114007479971,18.0367416151917,2775
113151,"질투",50,23,44,0.0351383458985955,4.34683049278886,2768
127334,"부모님과 이혼하는 방법",31,7,27,0.0526215359460207,1.51765967126512,2754
29986,"쾌걸 조로",0,1,0,0.0298583588132347,0.379046909953879,2746
115510,"조류인간",128,23,111,0.0859128417303162,0.790629725524218,2738
23416,"파란 이별의 글씨",6,0,6,0.0521247458463124,0.379046909953879,2738
118850,"레드 툼",79,55,76,0.0522584970270031,0.789763440215024,2735
97234,"반드시 크게 들을 것",95,34,91,0.0452938819753239,18.0367416151917,2732
18386,"포스트맨은 벨을 두번 울린다",7,7,0,0.0520865312232579,0.379046909953879,2726
13196,"애정",0,5,0,0.0520674239117307,0.379046909953879,2725
143925,"파리의 한국남자",54,15,40,0.111156784809722,4.66494639000867,2725
108697,"오마르",64,27,55,0.0520292092886762,1.51282291162213,2723
121116,"토미카 무비",16,1,15,0.0519527800425672,1.65746368208052,2719
23540,"하숙생",3,0,3,0.0521247458463124,0.379046909953879,2718
13560,"달콤한 인생",248,248,0,0.0270941677456272,0.379046909953879,2718
14460,"목로주점",10,10,0,0.043001004592055,0.379046909953879,2717
40096,"분홍신",1229,1,1222,0.0260050509885745,0.379046909953879,2714
24384,"타이타닉의 최후",10,10,0,0.0274610281269502,0.379046909953879,2709
112167,"하늘의 황금마차",46,12,41,0.572267801703162,7.03238696134619,2701
143337,"겁쟁이 페달: 리라이드",26,4,25,0.0549048596735259,1.26513750363513,2697
130122,"모두의 천사 가디 ",26,25,22,0.0515133118774407,13.194600094498,2696
105199,"마이 플레이스",109,17,89,0.0513031314506411,5.38304878436872,2685
61999,"진홍의 도적",10,10,0,0.0509591998431507,0.379046909953879,2667
126370,"샤크어택",21,2,21,0.050901877908569,0.216090057682234,2664
100075,"깨끗하고 연약한",81,56,72,0.0508445559739873,3.03753064976687,2661
135705,"택시",51,5,38,0.0507872340394056,1.51765967126512,2658
29891,"맨발의 백작부인",2,5,1,0.0744366264782645,0.379046909953879,2657
119154,"노블",31,25,28,0.0507299121048238,18.9936403677272,2655
115719,"맹글혼",28,10,26,0.0506916974817694,10.2087681023714,2653
22323,"5인의 해병",9,1,9,0.240157068969955,0.379046909953879,2651
118397,"더 홈즈맨",47,64,42,0.0270655067783363,3.73996883561811,2637
19656,"가을비 우산속에",5,0,5,0.035100131275541,0.379046909953879,2628
13801,"사랑방 손님과 어머니",49,0,46,0.0526597505690751,0.379046909953879,2615
137260,"더 크로니클: 뮤턴트의 반격",90,76,76,0.0130025254942872,6.47684628346969,2613
129759,"사토미를 찾아라",52,19,46,0.0495834734131894,1.6856262049656,2595
51851,"바다 쪽으로, 한 뼘 더",104,22,101,0.0494879368555532,18.0367416151917,2590
88301,"리틀 제이콥",19,15,18,0.0494879368555532,0.74789298360399,2590
139644,"아이다",14,4,13,0.0493350783633353,0.449725830515758,2582
143339,"죽은 자의 제국",106,133,98,0.049315971051808,18.9936403677272,2581
129717,"태극권 2014 : 어전시위",44,6,41,0.0492777564287536,0.216090057682234,2579
23059,"지옥화",16,0,16,0.0526597505690751,0.379046909953879,2577
92427,"대공습",86,117,79,0.0491440052480629,0.216090057682234,2572
138243,"꺼져버려 종양군 ",65,15,54,0.0491057906250084,10.2087681023714,2570
112427,"플러스 원",98,11,81,0.0490866833134811,11.1419125190495,2569
32436,"트로이의 헤렌",0,6,0,0.0907342533390233,0.379046909953879,2559
37833,"베르나데트의 노래",8,8,0,0.0898871625279823,0.379046909953879,2551
124807,"화이트 갓",138,17,117,0.048360605475446,27.9795964291203,2531
46999,"로즈마리",0,1,0,0.153466741634875,0.379046909953879,2520
104330,"메가 스파이더",33,47,32,0.0481313177371191,0.216090057682234,2519
12103,"샤이닝",1122,1123,0,0.0223969536618472,0.379046909953879,2518
38253,"송환",165,2,163,0.0477491715065743,18.0367416151917,2499
44246,"디어 평양",149,0,143,0.0701302024088155,0.721038139018982,2497
19121,"상과 하",8,8,0,0.0477109568835198,0.379046909953879,2497
71215,"계몽영화",95,27,89,0.0476345276374109,18.0367416151917,2493
126376,"해커스",106,4,102,0.0473670252760295,0.216090057682234,2479
32616,"내 미국 삼촌",19,6,19,0.0207823858377954,1.7892701950484,2479
12459,"34번가의 기적",14,14,0,0.043571039385951,0.379046909953879,2476
12790,"나는 결백하다",47,47,0,0.00553394694949365,0.71150900061785,2464
10668,"일요일은 참으세요",5,5,0,0.046927557110903,0.379046909953879,2456
147366,"투란도트",21,7,20,0.0278871211740077,0.297765886732891,2455
19690,"강화도령",3,0,3,0.0526597505690751,0.379046909953879,2451
12710,"고스트타운의 결투",1,1,0,0.0512267022045321,0.379046909953879,2451
74933,"두만강",94,1,88,0.333112092338031,18.0367416151917,2429
119600,"막걸스",191,786,183,0.0454849550905963,3.35554010284169,2410
13788,"화이트 크리스마스",13,13,0,0.0606243149240133,0.379046909953879,2402
129823,"행복까지 30일",51,23,50,0.0456855818616323,14.8654001798102,2391
115247,"못",39,35,38,0.0455900453039961,5.91803519045678,2386
145791,"독도의 영웅들",36,3,35,0.0233873493093425,0.688408059039348,2384
123052,"위대한 유산 ",131,20,104,0.120067616021248,0.379046909953879,2378
84419,"마르셀리노",0,0,0,0.0454371868117782,0.379046909953879,2378
143924,"스틸 플라워",89,21,87,0.0328454685153266,18.0367416151917,2374
141183,"히로인 실격",250,49,236,0.0295876718999321,5.60257189864665,2372
16189,"어둠의 자식들",10,0,10,0.023702619949542,0.379046909953879,2371
89696,"뉴타입 히어로 얏타맨",19,16,19,0.0452461136965058,7.3901279928536,2368
129241,"그들이 죽었다",66,12,60,0.0451696844503968,18.0367416151917,2364
120056,"볼쇼이 스페셜 갈라",3,5,3,0.0449977186466517,10.0275874175712,2355
90751,"투 올드 힙합 키드",231,2,211,0.0448830747774882,2.16488308289655,2349
15306,"버터필드 8",3,3,0,0.0403164273224777,0.379046909953879,2340
30215,"악의 손길",34,34,0,0.0144909850622593,0.379046909953879,2333
119447,"인생면허시험",30,167,17,0.0444244993008344,7.3901279928536,2325
138592,"삼례",42,33,42,0.0444053919893072,1.55977217818314,2324
115230,"모라토리움기의 다마코",188,44,157,0.0442716408086165,8.26097921183496,2317
142369,"맨 앤 치킨",16,7,15,0.0442525334970893,0.157631841632192,2316
19726,"겨울로 가는 마차",1,0,1,0.0504170298785653,0.379046909953879,2303
85550,"호세마리아 신부의 길",12,13,12,0.270807926275581,3.03753064976687,2302
55368,"입술은 안돼요",20,3,20,0.0207823858377954,2.36224453346363,2296
11234,"미워도 다시 한번 2",3,0,3,0.0504170298785653,0.379046909953879,2284
145312,"바르샤 드림스",99,104,96,0.0435264556590541,157.850666288514,2278
11640,"안개속의 풍경",86,2,83,0.0432780606092,0.379046909953879,2265
130974,"고양이 살인사건",17,4,15,0.0432398459861455,0.195821731559191,2263
72738,"라보엠",19,3,19,0.0432207386746183,0.240596306540094,2262
11265,"포크 촙 힐",2,2,0,0.0325079060116787,0.379046909953879,2258
146531,"시선 사이",49,5,48,0.0429150216901824,7.03238696134619,2246
106027,"거인",3,0,3,0.0538014124328278,0.379046909953879,2240
137437,"토스카",23,0,21,0.0424946608365831,0.449725830515758,2224
33008,"스톤 부인의 로마의 봄",0,0,0,0.0424564462135286,0.379046909953879,2222
114987,"틴토 브라스의 모든 것",8,0,8,0.04216983654062,0.776711408223171,2207
143509,"그녀, 잉그리드 버그만",17,6,16,0.04216983654062,4.34683049278886,2207
122602,"백설공주 살인사건",244,113,191,0.0232058298498337,1.51765967126512,2205
14277,"마타하리",7,0,7,0.0418641195561842,0.379046909953879,2191
10341,"위대한 독재자",357,2,338,0.022372751067246,8.6310664369609,2190
88703,"미스진은 예쁘다",79,18,66,0.0283743576179523,0.74481285806019,2186
79602,"몽키킹: 손오공의 탄생",230,450,212,0.0858746271072617,5.91803519045678,2182
103357,"풍경",39,7,32,0.333112092338031,18.0367416151917,2178
12084,"선셋 대로",110,110,0,0.0843148335762547,0.379046909953879,2177
86896,"내 어머니의 연대기",10,10,0,0.0415966171948028,0.379046909953879,2177
21475,"상록수",7,0,7,0.0526597505690751,0.379046909953879,2174
30059,"말라 노체",35,2,33,0.0413673294564759,10.6536616623978,2165
126393,"브레이킹",14,2,14,0.0413482221449487,0.291396720880068,2164
127459,"바람의 검심 : 전설의 최후편",325,155,306,0.0508541096297509,123.397044778128,2163
129880,"하루",43,12,36,0.0410998270950946,3.39112634497912,2151
18892,"애천",4,4,0,0.0274610281269502,0.379046909953879,2147
125839,"관계",75,20,69,0.0410042905374584,1.6856262049656,2146
145478,"아이다 라스칼라",6,0,6,0.040736788176077,0.297765886732891,2132
98362,"페르소나",1,1,0,0.0252140082913467,1.7892701950484,2127
115210,"만찬",63,26,52,0.0406221443069136,18.0367416151917,2126
10340,"흑인 오르페",22,22,0,0.0406030369953863,0.379046909953879,2125
133137,"파리오페라발레 갈라쇼",16,0,16,0.0405075004377501,0.449725830515758,2120
53736,"레드마리아",34,2,29,0.0145072262770574,2.16488308289655,2119
92035,"숫호구",202,47,183,0.0404501785031684,6.8417962419125,2117
124206,"레쓰링",242,26,226,0.0205976818263654,12.9335340217137,2116
20905,"민며느리",5,0,5,0.0403546419455322,0.379046909953879,2112
137190,"소꿉놀이",50,14,45,0.0403355346340049,2.16488308289655,2111
78078,"별들의 고향 ",0,0,0,0.0403355346340049,0.379046909953879,2111
106078,"법과 질서",0,0,0,0.0403164273224777,0.379046909953879,2110
22843,"장한몽",1,0,1,0.0526597505690751,0.379046909953879,2109
17139,"장미빛 인생",35,1,34,0.0402782126994232,0.379046909953879,2108
130336,"당신의 세상은 지금 몇 시?",34,5,31,0.0402399980763687,0.327022704220664,2106
10576,"인터멧조",3,3,0,0.0402208907648415,0.379046909953879,2105
65782,"성난 파도",0,0,0,0.0401635688302598,0.379046909953879,2102
29980,"베이비 길들이기",17,0,17,0.0511464514961177,0.379046909953879,2093
139650,"에덴 : 동물원 사수 대작전",10,3,9,0.0399916030265146,11.1419125190495,2093
144799,"레트리뷰션 : 응징의 날",108,13,106,0.0399724957149874,0.776711408223171,2092
127372,"어떤이의 꿈",79,28,75,0.0990952944081517,2.39811837065658,2090
14059,"하비",9,9,0,0.00553394694949365,0.379046909953879,2084
